,BJD - 2454833, Corrected Flux
0,2061.305299138,0.9637048220000001
1,2061.325731271,0.965500475
2,2061.346163304,0.977878987
3,2061.366595236,0.9772370340000001
4,2061.387027368,0.986262819
5,2061.4074594,0.989956588
6,2061.427891531,0.997907075
7,2061.489187622,1.00280531
8,2061.509619552,1.002527011
9,2061.530051581,1.01063571
10,2061.55048371,1.00763602
11,2061.5709157379997,1.014707085
12,2061.5913476660003,1.012955897
13,2061.611779794,1.014798783
14,2061.632211821,1.018191358
15,2061.6526437479997,1.015329296
16,2061.673075874,1.0194057559999998
17,2061.6935079,1.0179228740000001
18,2061.713939926,1.020901503
19,2061.734371952,1.018880078
20,2061.754803976,1.020656973
21,2061.775236001,1.019496191
22,2061.795668025,1.019533276
23,2061.816100048,1.020921381
24,2061.836532072,1.019024766
25,2061.856964095,1.023835032
26,2061.877396017,1.022141432
27,2061.897828139,1.024291043
28,2061.918260161,1.027658562
29,2061.938692182,1.027870458
30,2061.959124203,1.030794852
31,2061.979556224,1.03046699
32,2061.999988344,1.034216285
33,2062.0204202639998,1.0358883970000001
34,2062.040852283,1.036347477
35,2062.061284402,1.039184598
36,2062.081716321,1.040064302
37,2062.102148339,1.042499511
38,2062.122580457,1.042949772
39,2062.143012474,1.048180549
40,2062.163444391,1.047823125
41,2062.22474044,1.028509332
42,2062.26560457,1.030635958
43,2062.286036485,1.03460769
44,2062.306468599,1.032453354
45,2062.326900613,1.031665697
46,2062.3473327270003,1.032661928
47,2062.36776464,1.030658705
48,2062.388196653,1.034761281
49,2062.408628765,1.033023309
50,2062.429060677,1.036645059
51,2062.4494926889997,1.032106868
52,2062.4699247,1.035596156
53,2062.490356711,1.031125641
54,2062.510788721,1.032152559
55,2062.531220731,1.032334368
56,2062.551652741,1.026685101
57,2062.57208475,1.0328024390000001
58,2062.592516759,1.02593683
59,2062.612948767,1.026269433
60,2062.633380775,1.02226291
61,2062.653812883,1.0217471120000001
62,2062.674244791,1.0188534120000001
63,2062.694676897,1.0189203
64,2062.715108904,1.0190921179999999
65,2062.73554081,1.014107436
66,2062.7559729160002,1.01711669
67,2062.776404921,1.009814116
68,2062.796836826,1.013801306
69,2062.817268931,1.01013989
70,2062.837700935,1.011999378
71,2062.858132839,1.011791619
72,2062.878564942,1.007344633
73,2062.898996945,1.007221994
74,2062.919428848,1.002525672
75,2062.93986095,1.003903895
76,2062.960292952,0.9991461709999999
77,2062.980724954,1.000620125
78,2063.001156955,0.997226195
79,2063.021588955,0.999009615
80,2063.042020956,0.999931597
81,2063.062452956,0.998096622
82,2063.082884955,1.003315068
83,2063.103317055,1.000865643
