,BJD - 2454833, Corrected Flux
0,2061.30553696,1.009035642
1,2061.32596915,1.009800955
2,2061.34640125,1.010715124
3,2061.36683324,1.011482872
4,2061.38726543,1.011458954
5,2061.40769753,1.011865048
6,2061.42812972,1.010741828
7,2061.489426,0.999089659
8,2061.50985799,0.997958751
9,2061.53029008,0.997049889
10,2061.55072227,1.001387003
11,2061.57115436,1.000162727
12,2061.59158635,0.998490474
13,2061.61201854,1.001837323
14,2061.63245062,1.003591796
15,2061.65288261,1.003870942
16,2061.6733148,0.998345629
17,2061.69374689,0.999279021
18,2061.71417897,1.006605076
19,2061.73461106,1.008548289
20,2061.75504314,0.989109508
21,2061.77547523,0.987256209
22,2061.79590732,0.986928645
23,2061.8163394,0.986275133
24,2061.83677148,0.98712754
25,2061.87763555,0.982913699
26,2061.89806773,0.977561953
27,2061.91849982,0.978420183
28,2061.9389319,0.978336354
29,2061.95936398,0.976080749
30,2061.97979606,0.972965519
31,2062.00022824,0.972672719
32,2062.02066022,0.97123883
33,2062.0410923,0.968691676
34,2062.06152448,0.968270664
35,2062.08195646,0.968447517
36,2062.10238854,0.970080363
37,2062.1432528,0.964801537
38,2062.16368478,0.96599944
39,2062.224981,0.973457394
40,2062.24541318,0.976580348
41,2062.28627723,0.981470168
42,2062.30670941,0.976898934
43,2062.32714148,0.97210885
44,2062.34757365,0.971834387
45,2062.36800563,0.973803045
46,2062.3884377,0.984295059
47,2062.40886987,0.985301806
48,2062.42930184,0.984259982
49,2062.44973392,0.984195207
50,2062.47016599,0.978296024
51,2062.49059806,0.972152695
52,2062.51103013,0.975028924
53,2062.5314622,0.978221392
54,2062.55189427,0.978935337
55,2062.57232634,0.98370514
56,2062.59275841,0.990896941
57,2062.61319048,0.98981844
58,2062.63362254,0.986366008
59,2062.65405471,0.980669472
60,2062.67448668,0.985435934
61,2062.69491884,0.987046858
62,2062.71535091,0.984314682
63,2062.73578288,0.982103782
64,2062.75621504,0.984462159
65,2062.77664711,0.985527515
66,2062.79707907,0.986433593
67,2062.81751123,0.985579756
68,2062.8379433,0.982293251
69,2062.85837526,0.978290099
70,2062.87880743,0.976115644
71,2062.89923949,0.96860119
72,2062.91967145,0.967156573
73,2062.94010361,0.968169148
74,2062.96053567,0.964481952
75,2062.98096773,0.964097431
76,2063.00139979,0.965115606
77,2063.02183186,0.967889467
78,2063.04226392,0.970732346
79,2063.06269597,0.970323127
80,2063.08312803,0.973081006
81,2063.10356019,0.970178659
82,2063.12399225,0.973961469
83,2063.14442421,0.979660594
84,2063.16485636,0.975095744
85,2063.18528842,0.974015646
86,2063.20572038,0.97958819
87,2063.22615253,0.979784162
88,2063.24658449,0.978568044
89,2063.26701654,0.973882956
90,2063.2874487,0.973966705
91,2063.30788065,0.971734298
92,2063.32831271,0.965807841
93,2063.34874486,0.962121214
94,2063.36917681,0.962568639
95,2063.41004102,0.959665641
96,2063.43047297,0.959599867
97,2063.45090502,0.958111226
98,2063.47133717,0.956992014
99,2063.49176923,0.951232879
100,2063.51220127,0.949429482
101,2063.53263333,0.950605915
102,2063.55306538,0.956629213
103,2063.57349742,0.960986719
104,2063.59392947,0.963284175
105,2063.61436152,0.963066251
106,2063.63479367,0.962490267
107,2063.69608981,0.970835405
108,2063.71652176,0.969992508
109,2063.7369538,0.967023362
110,2063.75738595,0.9662715
111,2063.77781789,0.96296979
112,2063.79824994,0.959886212
113,2063.81868208,0.956677473
114,2063.83911403,0.949027548
115,2063.85954607,0.950035188
116,2063.87997821,0.958127646
117,2063.90041015,0.954983415
118,2063.9208423,0.95463653
119,2063.94127434,0.954611161
120,2063.96170628,0.95675441
121,2063.98213842,0.956826194
122,2064.00257046,0.95681937
123,2064.0230024,0.957186791
124,2064.04343454,0.95929462
125,2064.06386658,0.960384983
126,2064.08429852,0.962213196
127,2064.10473066,0.962224728
128,2064.5542354,0.964933202
129,2064.57466753,0.96735971
130,2064.59509956,0.970261547
131,2064.61553149,0.973416568
132,2064.63596362,0.974853946
133,2064.65639565,0.980560298
134,2064.73812365,0.982889623
135,2064.75855578,0.989427458
136,2064.7789877,0.9942327
137,2064.79941983,1.00180539
138,2064.81985185,1.003505755
139,2064.84028388,0.997705512
140,2064.8607159,0.998220571
141,2064.92201197,1.005430738
142,2064.94244399,1.005101644
143,2064.96287602,1.004977444
144,2064.98330814,1.005595915
145,2065.00374006,1.009855967
146,2065.02417208,1.016463775
147,2065.0446042,1.024165386
148,2065.06503612,1.031509848
149,2065.08546814,1.033446588
150,2065.10590026,1.038149085
151,2065.12633218,1.030602301
152,2065.14676419,1.030327167
153,2065.16719631,1.030811269
154,2065.18762823,1.020907844
155,2065.20806035,1.019185771
156,2065.22849236,1.014145623
157,2065.24892428,1.009951822
158,2065.2693564,1.008943967
159,2065.28978841,1.017095774
160,2065.31022043,1.019164166
161,2065.33065244,1.019778179
