,EPIC911
2065.24924383,109723.01343
2065.26967604,109978.904051
2065.29010815,110170.993598
2065.31054026,110427.3463
2065.33097236,110535.447008
2065.35140447,110728.645989
2065.37183657,110857.935603
2065.39226868,111085.264764
2065.41270078,111307.196043
2065.43313289,111381.679889
2065.45356499,111603.653672
2065.47399709,111869.699367
2065.4944291,112067.584474
2065.5148613,112214.013255
2065.5352934,112685.752312
2065.5557254,112763.946071
2065.5761576,112854.641517
2065.5965897,113025.999621
2065.6170217,113159.3309
2065.6374539,113296.993499
2065.657886,113414.154621
2065.6783182,113511.594306
2065.6987502,113603.212799
2065.7191823,113690.062294
2065.7396145,113822.007708
2065.76004649,113930.610338
2065.78047859,113999.042665
2065.80091079,114104.847562
2065.82134288,114271.8156
2065.84177488,114329.393818
2065.86220707,114376.96608
2065.88263917,114466.75461
2065.90307116,114535.25343
2065.92350336,114577.722163
2065.94393545,114735.700548
2065.96436744,114787.250372
2065.98479964,114894.470409
2066.00523173,114928.043262
2066.02566372,115049.328912
2066.04609591,115111.92534
2066.066528,115201.449904
2066.08696019,115307.706748
2066.10739218,
2066.12782427,115530.846559
2066.14825636,115609.157563
2066.16868845,115645.251449
2066.18912054,115787.322322
2066.20955263,115875.043833
2066.22998471,115933.344558
2066.2504168,116016.21443
2066.27084889,116133.052134
2066.29128097,116321.487276
2066.31171306,116419.407145
2066.33214524,116653.613495
2066.35257723,116715.729076
2066.37300931,117015.014012
2066.3934415,117187.392019
2066.41387348,117434.902656
2066.43430556,117544.195645
2066.45473775,117727.917514
2066.47516973,117908.435829
2066.49560181,118067.306289
2066.51603399,118196.804334
2066.53646598,118377.401531
2066.55689816,118535.555766
2066.57733024,118690.201036
2066.59776222,118851.605982
2066.6181944,118990.204716
2066.63862647,119154.360302
2066.65905855,119392.65093
2066.67949063,119521.954319
2066.69992271,119713.208671
2066.72035479,119931.719436
2066.74078686,120086.624511
2066.76121894,120281.070779
2066.78165102,120448.169341
2066.80208319,120613.636518
2066.82251517,121270.911981
2066.84294724,121178.776311
2066.86337932,121308.225659
2066.88381139,121450.334429
2066.90424346,121479.204664
2066.92467564,121757.930114
2066.94510761,121877.193914
2066.96553958,121990.645954
2066.98597175,122189.179538
2067.00640383,122382.315017
2067.026836,122588.229115
2067.04726797,122754.631596
2067.06770004,122954.072012
2067.08813221,123121.859271
2067.10856418,123354.131365
2067.12899625,123494.326533
2067.14942842,123676.126545
2067.16986048,123826.344849
2067.19029245,124361.665881
2067.21072462,124074.877461
2067.23115669,124242.901753
2067.25158865,124297.577458
2067.27202082,124420.687786
2067.29245288,124566.240635
2067.31288485,124713.714307
2067.33331701,124972.712963
2067.35374908,125153.475925
2067.37418104,125322.178098
2067.39461321,125494.550333
2067.41504527,125657.775897
2067.43547723,125860.452403
2067.4559094,126021.495744
2067.47634146,126113.305017
2067.49677362,126250.329211
2067.51720558,126427.583783
2067.53763764,126640.300339
2067.5580698,126822.013283
2067.57850176,126954.711933
2067.59893382,127098.059928
2067.61936588,127203.399758
2067.63979804,127264.814691
2067.66023,127249.417794
2067.68066205,127234.88222
2067.70109411,127394.181149
2067.72152617,127520.096433
2067.74195833,127509.874772
2067.76239028,127438.245349
2067.78282234,127504.137774
2067.80325449,127660.036423
2067.82368645,127822.802597
2067.8441185,127929.245607
2067.86455066,128011.207388
2067.88498261,128168.080283
2067.90541476,128241.022345
2067.92584682,128341.155524
2067.94627877,128405.034491
2067.96671092,128473.074826
2067.98714297,128573.125715
2068.00757502,128526.63132
2068.02800708,128564.764486
2068.04843913,128718.72863
2068.06887118,
2068.08930323,121569.006746
2068.10973528,128691.677754
2068.13016732,128607.684528
2068.15059947,128700.9707
2068.17103142,128695.772766
2068.19146347,128594.229095
2068.21189562,128534.977537
2068.23232756,128552.939302
2068.25275961,128324.646136
2068.27319175,128243.788209
2068.2936237,128438.775577
2068.31405575,128227.091758
2068.33448789,128179.325641
2068.35491983,128277.173652
2068.37535198,128293.573868
2068.39578392,128371.726956
2068.41621597,128479.333504
2068.43664811,128326.98303
2068.45708005,128258.564086
2068.47751209,128172.860287
2068.49794423,128091.115552
2068.51837618,128006.008346
2068.53880822,127883.703414
2068.55924036,127794.551665
2068.5796724,127497.63762
2068.60010434,127260.832032
2068.62053648,126941.814522
2068.64096851,126538.134964
2068.66140045,126251.336763
2068.68183259,125931.441774
2068.70226463,125677.191586
2068.72269656,125544.424053
2068.7431287,125494.436882
2068.76356074,125407.463467
2068.78399287,125288.269119
2068.80442481,125159.897775
2068.82485684,125100.062919
2068.84528898,124929.092596
2068.86572091,124806.928762
2068.88615295,124547.532229
2068.90658508,123870.27987
2068.92701701,123228.687749
2068.94744905,122509.316995
2068.96788118,121787.03414
2068.98831321,120944.973162
2069.00874514,120255.29581
2069.02917727,119279.807383
2069.0496093,118505.997309
2069.07004123,117890.239049
2069.09047336,117370.339384
2069.11090529,117103.873802
2069.13133732,117159.440738
2069.15176945,117109.479688
2069.17220148,116747.566256
2069.19263341,116620.352139
2069.21306553,116657.913551
2069.23349746,116264.651414
2069.25392959,115501.797713
2069.27436161,114619.701479
2069.29479354,114076.341228
2069.31522567,113408.576016
2069.33565769,112609.467337
2069.35608962,112190.32841
2069.37652174,111568.532789
2069.39695376,110725.723031
2069.41738579,110036.787233
2069.43781781,109351.398868
2069.45824983,108978.382841
2069.47868186,108659.460071
2069.49911388,109363.025469
2069.5195459,108956.254016
2069.53997792,108519.058297
2069.56041004,108399.76052
2069.58084196,108312.633919
2069.60127398,108495.423768
2069.6217061,108713.181554
2069.64213802,108658.739251
2069.66257014,108644.501927
2069.68300216,108767.029561
2069.70343408,108596.101002
2069.72386619,108498.62005
2069.74429821,108475.012579
2069.76473013,108334.470229
2069.78516224,108327.289007
2069.80559426,108148.814145
2069.82602617,107820.772161
2069.84645829,107459.342461
2069.8668902,106942.518469
2069.88732232,106653.200708
2069.90775433,106322.433391
2069.92818635,105862.857422
2069.94861826,105432.400924
2069.96905037,105367.970054
2069.98948238,105498.18433
2070.0099143,106023.964924
2070.03034641,
2070.05077842,107275.777032
2070.07121053,108266.946189
2070.09164244,109360.103075
2070.11207445,110008.245372
2070.13250656,110310.494278
2070.15293847,110468.816893
2070.17337048,110457.068843
2070.19380259,110356.079133
2070.2142345,110246.411499
2070.2346665,110177.626789
2070.25509861,110102.566542
2070.27553052,110029.299957
2070.29596252,109967.539774
2070.31639463,109909.277567
2070.33682654,109869.890101
2070.35725854,109909.334986
2070.37769065,110005.465205
2070.39812265,110047.247174
2070.41855456,110231.455045
2070.43898666,110530.778076
2070.45941866,111085.383212
2070.47985057,111779.093859
2070.50028267,112308.445133
2070.52071467,112732.404683
2070.54114677,113166.91281
2070.56157867,113468.929288
2070.58201058,113872.003101
2070.60244268,114204.814546
2070.62287468,114559.000059
2070.64330658,114657.151632
2070.66373868,114700.740134
2070.68417068,114754.430275
2070.70460257,115033.489863
2070.72503467,115213.448226
2070.74546667,115454.702182
2070.76589867,115680.396716
2070.78633066,115897.598051
2070.80676266,116004.37888
2070.82719466,116109.723214
2070.84762665,116143.929396
2070.86805865,116291.921485
2070.88849065,116253.446748
2070.90892274,116435.937536
2070.92935463,116338.10003
2070.94978673,116286.664147
2070.97021872,116306.338452
2070.99065062,116319.564662
2071.01108271,116261.950806
2071.0315147,116181.699759
2071.05194659,116185.189293
2071.07237869,115990.341676
2071.09281068,115865.609855
2071.11324257,115791.602128
2071.13367466,115784.050882
2071.15410665,115767.758594
2071.17453854,115642.594831
2071.19497063,115568.720581
2071.21540262,115557.977175
2071.23583461,115482.223761
2071.25626659,115439.993721
2071.27669858,115416.533606
2071.29713057,115384.464047
2071.31756256,115274.605385
2071.33799454,115170.579242
2071.35842653,115111.5086
2071.37885852,114982.357435
2071.3992905,114831.190967
2071.41972259,114776.094834
2071.44015447,114655.753875
2071.46058646,114646.557338
2071.48101854,114617.028772
2071.50145043,114505.073622
2071.52188241,114172.62536
2071.54231449,114198.863484
2071.56274637,114119.263494
2071.58317836,113953.045117
2071.60361044,113750.970819
2071.62404232,113533.647683
2071.6444743,113442.39136
2071.66490638,113375.435278
2071.68533826,113195.295485
2071.70577024,113054.142144
2071.72620232,112878.227121
2071.7466343,112807.622782
2071.76706628,112742.772958
2071.78749826,112740.615461
2071.80793024,112575.217606
2071.82836221,112603.050301
2071.84879419,112379.315382
2071.86922617,112370.207858
2071.88965825,112314.077398
2071.91009012,112089.307864
2071.9305221,112181.710926
2071.95095417,112638.981242
2071.97138605,112353.320392
2071.99181802,
2072.0122501,111959.439338
2072.03268197,111812.039955
2072.05311394,111581.259988
2072.07354592,111391.496343
2072.09397789,111149.763561
2072.11440986,110885.483124
2072.13484184,110666.636032
2072.15527381,110356.508087
2072.17570578,110039.285622
2072.19613775,109675.694187
2072.21656972,109230.375393
2072.23700179,108958.583786
2072.25743376,108713.407022
2072.27786563,108588.522115
2072.2982977,108368.728545
2072.31872967,108169.823019
2072.33916154,108090.822733
2072.3595936,107965.325884
2072.38002557,107918.182036
2072.40045744,107963.987275
2072.4208895,107776.960435
2072.44132147,107786.477368
2072.46175334,107793.555118
2072.4821854,107758.643064
2072.50261737,107811.891599
2072.52304923,107689.730686
2072.5434813,107579.687063
2072.56391326,107336.71066
2072.58434523,107083.116744
2072.60477719,106930.721289
2072.62520915,106750.432465
2072.64564122,106623.951867
2072.66607308,106333.222402
2072.68650504,105881.062894
2072.7069371,105633.350809
2072.72736906,105467.0001
2072.74780092,105082.560607
2072.76823298,104975.717762
2072.78866494,104786.978564
2072.8090968,104762.135677
2072.82952886,104746.228901
2072.84996072,104645.187768
2072.87039268,104678.506241
2072.89082474,104732.975421
2072.9112566,104766.726971
2072.93168856,104734.716936
2072.95212061,104808.457629
2072.97255247,104696.1228
2072.99298443,104684.236213
2073.01341648,104679.100767
2073.03384834,104749.478319
2073.05428039,104850.649446
2073.07471235,104718.392391
2073.0951443,104639.542267
2073.11557626,104455.130343
2073.13600821,104220.028852
2073.15644016,103944.464996
2073.17687212,103766.605893
2073.19730407,103448.174232
2073.21773602,103307.557468
2073.23816807,103276.236786
2073.25859993,103202.623219
2073.27903188,103061.016917
2073.29946393,102953.440307
2073.31989578,102786.754344
2073.34032773,102576.256094
2073.36075978,102331.788774
2073.38119163,101875.231854
2073.40162358,101439.222246
2073.42205553,101006.207924
2073.44248747,100559.42864
2073.46291952,100020.300134
2073.48335137,99585.0943555
2073.50378332,99345.7933876
2073.52421536,99148.6260761
2073.54464721,99000.2463941
2073.56507916,98965.6024689
2073.5855112,98975.1059697
2073.60594315,98949.609705
2073.62637499,98910.4036628
2073.64680704,98788.9250946
2073.66723898,98857.2961474
2073.68767083,98974.7225523
2073.70810287,99366.1852147
2073.72853481,99870.0521552
2073.74896666,100286.632513
2073.7693987,100522.428656
2073.78983064,100692.552251
2073.81026248,100653.981237
2073.83069452,100694.772987
2073.85112647,100666.167625
2073.87155851,100465.690395
2073.89199035,100501.357025
2073.91242229,100525.415571
2073.93285433,100602.40625
2073.95328617,
2073.97371811,100902.647622
2073.99415014,101088.287219
2074.01458198,101277.644812
2074.03501392,101571.328209
2074.05544596,101866.794904
2074.07587789,102078.562038
2074.09630973,102467.092651
2074.11674177,102810.933766
2074.1371736,103269.856564
2074.15760554,103830.595291
2074.17803758,104529.284154
2074.19846941,104914.643873
2074.21890135,105420.765379
2074.23933338,105871.916245
2074.25976521,106174.20276
2074.28019715,106501.608345
2074.30062918,106901.375606
2074.32106101,107296.354141
2074.34149305,107704.017412
2074.36192498,108258.954646
2074.38235681,108625.402024
2074.40278884,108901.060698
2074.42322077,109243.632913
2074.4436527,109526.895052
2074.46408463,109817.147003
2074.48451656,110140.109679
2074.50494849,110417.918436
2074.52538042,110798.452049
2074.54581235,111161.980661
2074.56624428,111386.583221
2074.58667631,111782.755516
2074.60710814,112115.63766
2074.62754006,112427.906668
2074.64797209,112743.676668
2074.66840392,112989.4567
2074.68883584,113304.551213
2074.70926787,113575.205542
2074.7296997,113953.808404
2074.75013172,114158.001786
2074.77056365,114306.383547
2074.79099547,114666.565036
2074.8114275,114888.760909
2074.83185942,115080.017401
2074.85229124,115497.864104
2074.87272327,116162.17245
2074.89315509,116211.667234
2074.91358701,116351.016799
2074.93401903,116677.781264
2074.95445086,116882.949119
2074.97488278,116995.647331
2074.9953148,117135.925413
2075.01574672,117305.041317
2075.03617854,117541.57517
2075.05661056,117684.403497
2075.07704248,117906.995808
2075.0974743,118239.681365
2075.11790632,118480.638928
2075.13833824,118623.581079
2075.15877026,118824.021584
2075.17920207,118887.24539
2075.19963399,118886.513126
2075.22006601,118912.973143
2075.24049783,118856.539225
2075.26092974,118945.416564
2075.28136176,119031.757306
2075.30179357,119101.577143
2075.32222549,119197.28852
2075.34265751,119324.229872
2075.36308932,119481.482573
2075.38352123,119616.244398
2075.40395325,119778.831929
2075.42438516,120137.194112
2075.44481698,120443.210353
2075.46524899,120720.926558
2075.4856809,121136.790376
2075.50611271,121395.237439
2075.52654473,121682.186983
2075.54697664,121890.2614
2075.56740855,122198.741552
2075.58784046,122292.962936
2075.60827237,122484.684891
2075.62870428,122652.034901
2075.64913619,122572.240827
2075.669568,122612.908741
2075.69000001,122771.765707
2075.71043192,122956.809497
2075.73086373,123163.834484
2075.75129574,123368.257557
2075.77172765,123471.764979
2075.79215945,123590.192005
2075.81259146,123685.602498
2075.83302337,123767.467613
2075.85345527,123780.725195
2075.87388718,123822.496224
2075.89431909,123971.255274
2075.91475099,
2075.9351829,124161.096534
2075.9556148,124213.903928
2075.97604681,124159.443437
2075.99647871,124240.787857
2076.01691051,124324.236493
2076.03734252,124418.813964
2076.05777442,124613.860349
2076.07820622,124695.721117
2076.09863823,124846.362339
2076.11907013,124993.299859
2076.13950193,125201.645702
2076.15993393,125332.90131
2076.18036583,125586.646373
2076.20079763,125709.356976
2076.22122963,125882.127206
2076.24166153,126187.532274
2076.26209343,126496.637257
2076.28252533,126651.175276
2076.30295723,126783.660673
2076.32338913,126922.456899
2076.34382103,127665.754483
2076.36425293,127826.863702
2076.38468482,127693.620046
2076.40511672,127573.277081
2076.42554862,127590.260124
2076.44598052,127544.919392
2076.46641241,127444.753969
2076.48684431,127370.738363
2076.5072763,127369.511504
2076.5277081,127370.476426
2076.54813999,127475.891891
2076.56857199,127410.080808
2076.58900378,127402.928264
2076.60943568,127236.537336
2076.62986767,127154.361527
2076.65029946,127001.668804
2076.67073136,126936.627081
2076.69116335,126910.849347
2076.71159514,126856.243958
2076.73202703,126779.023108
2076.75245903,126837.299535
2076.77289082,126833.045412
2076.79332281,126634.742376
2076.8137547,126414.766927
2076.83418659,126292.084859
2076.85461848,126222.856965
2076.87505037,126022.62367
2076.89548226,125878.288764
2076.91591425,125749.037325
2076.93634603,125755.141025
2076.95677792,125678.259177
2076.97720991,125731.172149
2076.9976417,125783.114366
2077.01807359,125717.292304
2077.03850547,125759.715452
2077.05893736,125863.466659
2077.07936925,125953.26633
2077.09980113,125960.317845
2077.12023302,125979.549039
2077.1406648,125936.471043
2077.16109679,125762.233847
2077.18152867,125561.219426
2077.20196066,125436.958205
2077.22239244,125260.800604
2077.24282432,125082.512424
2077.26325631,125047.389754
2077.28368809,124979.841825
2077.30411997,124981.534234
2077.32455196,124916.70932
2077.34498384,124706.171244
2077.36541562,124674.636798
2077.3858476,124527.037737
2077.40627948,124252.251615
2077.42671126,123689.705761
2077.44714324,123074.750247
2077.46757512,122232.029861
2077.4880069,121178.318899
2077.50843888,120193.650819
2077.52887076,119166.886436
2077.54930254,118263.218132
2077.56973452,117644.312945
2077.59016639,117146.814284
2077.61059837,116618.702896
2077.63103015,116155.826004
2077.65146203,115883.575135
2077.671894,115577.124964
2077.69232578,115365.544525
2077.71275766,115161.797464
2077.73318963,114649.356899
2077.75362141,114300.100134
2077.77405328,113776.083308
2077.79448516,113248.113851
2077.81491713,112716.826797
2077.83534891,112373.88139
2077.85578088,111334.87128
2077.87621265,
2077.89664453,107073.41782
2077.9170765,106988.915221
2077.93750827,105434.566636
2077.95794024,104040.387838
2077.97837211,102422.977768
2077.99880389,100999.857999
2078.01923586,100125.547248
2078.03966773,98835.8014344
2078.0600995,97595.8744976
2078.08053147,96357.8980459
2078.10096334,95588.8349872
2078.12139511,94800.3661214
2078.14182708,94046.0468442
2078.16225895,93276.4697054
2078.18269081,92917.8866267
2078.20312268,92278.9051361
2078.22355455,91447.8855897
2078.24398642,90824.6683088
2078.26441829,89871.1540466
2078.28485015,89083.8153481
2078.30528202,88329.8433044
2078.32571399,87631.4847559
2078.34614575,86890.1655423
2078.36657772,86685.1293111
2078.38700958,86234.6495324
2078.40744135,85946.8054647
2078.42787331,85758.9012647
2078.44830518,85485.6203452
2078.46873694,85591.8914265
2078.4891689,85782.6237995
2078.50960067,86716.824391
2078.53003253,87334.2128392
2078.55046449,88430.7936034
2078.57089626,89045.9153291
2078.59132812,89321.5491863
2078.61176008,89733.7873863
2078.63219184,90149.1857836
2078.6526237,90471.7084091
2078.67305566,90840.9897351
2078.69348752,91014.2473975
2078.71391928,91373.3276531
2078.73435124,92024.8901613
2078.7547831,92919.8245032
2078.77521496,93951.4891832
2078.79564682,95234.327652
2078.81607868,96707.7224673
2078.83651064,97954.1230382
2078.8569424,99472.4250875
2078.87737425,101051.98555
2078.89780621,102449.135748
2078.91823797,103466.499022
2078.93866983,104421.035002
2078.95910178,105366.663056
2078.97953354,105857.710836
2078.99996539,106275.721986
2079.02039735,106505.448991
2079.0408291,106574.377682
2079.06126096,106680.699116
2079.08169291,106655.335118
2079.10212467,106726.241173
2079.12255652,107034.384755
2079.14298847,107143.577205
2079.16342033,107155.660866
2079.18385218,106999.79268
2079.20428403,106768.285514
2079.22471589,106444.35695
2079.24514774,106194.373438
2079.26557959,105827.190853
2079.28601134,105387.914933
2079.30644329,104958.438656
2079.32687514,104564.40434
2079.34730689,104292.137151
2079.36773884,104165.245139
2079.38817069,104217.940085
2079.40860244,104226.250469
2079.42903439,104192.089022
2079.44946624,104321.731639
2079.46989799,104691.337697
2079.49032994,104803.115456
2079.51076178,105137.258956
2079.53119363,105465.997208
2079.55162548,105983.771666
2079.57205733,106499.547079
2079.59248927,106849.713439
2079.61292102,107174.348552
2079.63335287,107543.637102
2079.65378481,108034.380879
2079.67421666,108193.839324
2079.6946484,108264.770405
2079.71508035,108460.711857
2079.73551219,108604.836272
2079.75594394,108653.04743
2079.77637588,108786.209975
2079.79680772,108865.046122
2079.81723947,109000.798223
2079.83767141,
2079.85810325,109375.753625
2079.87853499,109401.651928
2079.89896694,109497.894309
2079.91939878,109630.527886
2079.93983052,109863.941897
2079.96026246,110178.608844
2079.9806943,110439.807739
2080.00112614,110872.434217
2080.02155798,111449.668447
2080.04198982,111703.219447
2080.06242166,112128.94034
2080.0828535,112609.817135
2080.10328534,112817.672192
2080.12371718,112723.467534
2080.14414902,112691.739538
2080.16458085,112548.389862
2080.18501279,112661.243449
2080.20544453,112968.033545
2080.22587637,112479.235788
2080.2463083,112173.528029
2080.26674004,112007.083091
2080.28717188,111894.949703
2080.30760381,111692.713013
2080.32803555,111543.137054
2080.34846738,111494.563137
2080.36889932,111343.738292
2080.38933105,111221.319036
2080.40976299,111155.433456
2080.43019482,111153.937962
2080.45062656,111147.878474
2080.47105849,111206.320055
2080.49149032,111182.007592
2080.51192215,111242.498273
2080.53235399,111281.952968
2080.55278582,111268.425939
2080.57321765,111266.90485
2080.59364948,111112.215699
2080.61408131,111029.979056
2080.63451315,110869.421771
2080.65494508,110701.730387
2080.67537681,110404.367181
2080.69580864,110144.397962
2080.71624047,109839.69869
2080.7366723,109519.353493
2080.75710403,108988.168001
2080.77753595,108610.899484
2080.79796778,107731.608763
2080.81839971,106877.437504
2080.83883144,105920.393121
2080.85926327,104824.657362
2080.87969519,103802.754271
2080.90012692,102773.565049
2080.92055875,101664.991851
2080.94099068,100404.165977
2080.9614224,99177.9706883
2080.98185423,97903.4388927
2081.00228615,97083.3755759
2081.02271798,95791.8220243
2081.0431497,94421.8412988
2081.06358163,93077.8661974
2081.08401345,91571.331673
2081.10444518,89931.6213435
2081.1248771,88515.6648144
2081.14530892,87057.0379887
2081.16574065,85825.1571175
2081.18617257,84668.0783096
2081.20660439,83564.7955218
2081.22703632,82622.4279956
2081.24746804,81607.8740249
2081.26789986,80607.2902574
2081.28833178,79735.9931297
2081.3087635,79336.6255033
2081.32919532,79371.8451023
2081.34962724,79923.3095087
2081.37005896,80571.7511872
2081.39049078,80871.137704
2081.4109226,80944.9293342
2081.43135442,81237.9392466
2081.45178624,80844.3314514
2081.47221806,80760.5468611
2081.49264988,80846.5524451
2081.5130817,81080.5130003
2081.53351352,81380.3034389
2081.55394533,81900.1406498
2081.57437715,82506.2594169
2081.59480907,83461.0973815
2081.61524079,84422.6107298
2081.6356727,85486.778257
2081.65610452,86634.9555495
2081.67653623,87756.2598971
2081.69696815,88870.2247171
2081.71739997,89760.028185
2081.73783168,90239.846502
2081.7582636,90607.7383455
2081.77869541,91012.0435425
2081.79912712,
2081.81955904,91989.3113971
2081.83999085,92549.8415962
2081.86042266,93089.6518298
2081.88085448,93479.825258
2081.90128629,94061.796842
2081.9217181,94860.7904054
2081.94214992,95342.0676802
2081.96258173,95692.2053495
2081.98301354,95965.2206735
2082.00344535,96166.9385699
2082.02387716,96137.5572041
2082.04430907,95857.1844434
2082.06474088,95622.9930494
2082.08517259,95290.7922475
2082.1056045,94796.4092687
