,EPIC512
2074.36145325,336253.943071
2074.38188498,336337.229544
2074.40231692,336259.88425
2074.42274876,336305.273183
2074.44318059,336288.581527
2074.46361243,336188.304626
2074.48404427,336310.42416
2074.5044761,336395.275599
2074.52490794,336387.943874
2074.54533977,336493.686067
2074.56577161,336685.355949
2074.58620354,336678.89491
2074.60663528,336836.273727
2074.62706711,337143.56725
2074.64749904,337235.089619
2074.66793078,337376.234083
2074.68836261,338101.410086
2074.70879454,337938.130699
2074.72922628,338070.013644
2074.74965821,338020.287031
2074.77009004,338209.195096
2074.79052177,338402.81685
2074.8109537,338596.028469
2074.83138553,338735.433658
2074.85181726,338589.241735
2074.87224919,338377.886922
2074.89268092,338468.38578
2074.91311275,338568.767982
2074.93354468,338896.993212
2074.95397641,339269.686173
2074.97440824,340067.928676
2074.99484017,340429.643672
2075.015272,340800.640313
2075.03570373,341057.570452
2075.05613565,341332.015081
2075.07656748,341609.57765
2075.09699921,342151.907303
2075.11743114,342589.812056
2075.13786296,342851.672497
2075.15829489,343127.481391
2075.17872661,343542.429205
2075.19915844,343994.165747
2075.21959036,344477.792427
2075.24002209,345147.626182
2075.26045391,345915.390394
2075.28088584,346635.614354
2075.30131756,347494.450815
2075.32174939,348116.144969
2075.34218131,348675.939523
2075.36261303,349388.921533
2075.38304486,350045.316661
2075.40347678,350903.618277
2075.4239086,351976.764665
2075.44434032,351249.488801
2075.46477225,351316.031795
2075.48520407,351407.872678
2075.50563579,351166.92675
2075.52606771,350616.365298
2075.54649953,350156.066234
2075.56693135,349765.007156
2075.58736317,349498.455728
2075.60779499,349184.773312
2075.62822681,348987.828369
2075.64865863,348909.672592
2075.66909035,349521.131924
2075.68952227,349856.399949
2075.70995408,349629.58143
2075.7303858,349368.472395
2075.75081772,349181.984462
2075.77124954,348805.842875
2075.79168125,348526.778957
2075.81211317,348145.941016
2075.83254499,347312.758815
2075.8529768,345837.383195
2075.87340862,343842.987454
2075.89384044,341457.489417
2075.91427225,
2075.93470407,334985.883085
2075.95513588,330452.760509
2075.9755678,325734.172279
2075.99599961,321506.495747
2076.01643132,317352.538297
2076.03686324,313684.737846
2076.05729505,310244.572066
2076.07772676,305384.601579
2076.09815868,300472.886059
2076.11859049,296639.383469
2076.1390222,292347.641428
2076.15945411,287713.885792
2076.17988593,283724.767309
2076.20031764,279936.182268
2076.22074955,276413.874287
2076.24118136,272196.634407
2076.26161317,269560.942646
2076.28204498,266722.524529
2076.30247679,263990.222747
2076.3229086,262584.72089
2076.34334041,262403.495585
2076.36377222,263887.417909
2076.38420403,266849.781489
2076.40463583,269866.416066
2076.42506764,273428.410458
2076.44549945,277712.822702
2076.46593126,282439.270633
2076.48636307,287040.248713
2076.50679497,289852.484522
2076.52722668,290362.022241
2076.54765849,289740.18915
2076.56809039,288411.537105
2076.5885221,286639.810965
2076.6089539,284119.971396
2076.62938581,280436.045899
2076.64981752,274354.482043
2076.67024932,267633.788143
2076.69068122,261348.026698
2076.71111293,254594.566136
2076.73154473,248389.793252
2076.75197664,244357.516267
2076.77240834,242106.721191
2076.79284024,241789.550108
2076.81327205,242259.916214
2076.83370385,243423.214902
2076.85413565,245821.048122
2076.87456745,247884.619258
2076.89499926,248817.388176
2076.91543116,250668.795477
2076.93586286,253715.112605
2076.95629466,257387.419997
2076.97672656,264215.446023
2076.99715826,273393.608461
2077.01759006,283765.872367
2077.03802186,293213.787365
2077.05845366,302482.149743
2077.07888546,309663.838168
2077.09931726,314056.485463
2077.11974906,316717.85017
2077.14018076,318115.671395
2077.16061265,319019.96616
2077.18104445,319992.40641
2077.20147635,321183.09958
2077.22190805,322132.915371
2077.24233984,322299.144903
2077.26277174,322028.77622
2077.28320344,321587.49074
2077.30363523,321066.308
2077.32406713,321463.296619
2077.34449892,322166.355467
2077.36493062,322922.06035
2077.38536252,322450.897425
2077.40579431,322414.653034
2077.426226,322495.01527
2077.4466579,322312.574285
2077.46708969,322103.711625
2077.48752139,322594.122568
2077.50795328,323005.976817
2077.52838507,322729.672263
2077.54881677,322166.576651
2077.56924866,321988.979512
2077.58968045,322700.119311
2077.61011234,324125.215435
2077.63054404,323768.872532
2077.65097583,324690.779267
2077.67140772,326104.18455
2077.69183941,327515.080618
2077.7122712,329280.99502
2077.73270309,331015.441472
2077.75313478,332701.908193
2077.77356657,337653.895325
2077.79399836,336061.427749
2077.81443025,335571.519505
2077.83486194,334653.938974
2077.85529383,334176.584966
2077.87572552,
2077.89615731,340131.84972
2077.91658919,334858.557672
2077.93702088,335485.353982
2077.95745277,336472.749147
2077.97788456,337772.229512
2077.99831624,338886.260569
2078.01874813,339869.46162
2078.03917992,340705.567574
2078.0596116,341915.172145
2078.08004349,342852.959831
2078.10047527,343381.639108
2078.12090696,343552.133996
2078.14133885,343248.383671
2078.16177063,342710.446047
2078.18220241,342160.985214
2078.2026342,341749.898477
2078.22306598,341150.828295
2078.24349777,340589.611964
2078.26392955,340071.735669
2078.28436133,339740.636527
2078.30479312,339450.552217
2078.325225,339988.971651
2078.34565668,340492.861738
2078.36608856,341723.591206
2078.38652035,341972.317165
2078.40695203,343498.244395
2078.42738391,344485.483802
2078.44781569,345648.341829
2078.46824737,346681.538149
2078.48867925,346997.664348
2078.50911093,348250.353716
2078.52954271,348391.430015
2078.54997459,348118.291565
2078.57040627,348090.510703
2078.59083805,347949.159076
2078.61126993,347365.72996
2078.63170161,346787.327462
2078.65213339,346535.549404
2078.67256527,346204.100935
2078.69299704,346104.023968
2078.71342872,345953.529549
2078.7338606,345675.396645
2078.75429238,345387.053712
2078.77472415,345072.57666
2078.79515593,344890.275398
2078.81558771,344801.978522
2078.83601958,343918.016074
2078.85645126,343616.63711
2078.87688303,343347.100233
2078.89731491,343137.394312
2078.91774658,342869.518345
2078.93817836,342533.544786
2078.95861023,342172.494954
2078.97904191,341845.001736
2078.99947368,341356.444974
2079.01990556,341073.427916
2079.04033723,340621.774811
2079.060769,340459.710912
2079.08120088,340348.802769
2079.10163255,340336.662345
2079.12206432,339741.678208
2079.14249619,339205.186472
2079.16292797,339099.135958
2079.18335974,338825.229978
2079.20379151,338497.317591
2079.22422328,338258.337664
2079.24465505,337801.652497
2079.26508682,337468.951635
2079.28551849,337238.155194
2079.30595036,337114.205011
2079.32638213,337129.300063
2079.3468138,336758.181844
2079.36724567,336681.482697
2079.38767744,336630.925132
2079.40810911,336383.255106
2079.42854098,336591.780895
2079.44897275,336621.560775
2079.46940442,336479.01638
2079.48983628,336433.599726
2079.51026805,336544.965009
2079.53069982,336615.931754
2079.55113159,336733.731847
2079.57156335,336927.685276
2079.59199522,337209.88452
2079.61242689,337437.988716
2079.63285865,337677.500452
2079.65329052,338132.250331
2079.67372228,338443.88437
2079.69415395,338925.715464
2079.71458581,339937.144343
2079.73501758,339892.808288
2079.75544924,340267.236207
2079.77588111,341221.506185
2079.79631287,341860.373717
2079.81674454,341794.166916
2079.8371764,
2079.85760816,341891.670074
2079.87803983,342801.358182
2079.89847169,343430.563603
2079.91890345,343819.153257
2079.93933511,344078.323248
2079.95976698,344872.078819
2079.98019874,345174.793682
2080.0006305,345538.326104
2080.02106226,346045.447167
2080.04149402,346457.740148
2080.06192578,347251.581011
2080.08235754,347309.174042
2080.1027893,347451.657125
2080.12322106,347469.235736
2080.14365282,347567.508008
2080.16408458,347623.693581
2080.18451644,347770.022365
2080.2049481,347617.461541
2080.22537986,347439.122066
2080.24581172,347230.640184
2080.26624338,346808.802372
2080.28667514,346553.515329
2080.30710699,346411.215067
2080.32753865,345933.537778
2080.34797041,345264.483788
2080.36840227,344990.581704
2080.38883392,345185.784775
2080.40926578,345581.897767
2080.42969754,346279.463577
2080.45012919,346963.20493
2080.47056105,347739.583734
2080.4909928,348705.334483
2080.51142456,349626.842254
2080.53185632,350463.394336
2080.55228807,351087.365187
2080.57271982,352133.529917
2080.59315158,353411.81184
2080.61358333,354603.727548
2080.63401509,355455.284236
2080.65444694,356044.290984
2080.67487859,355872.477923
2080.69531035,354600.065901
2080.7157421,352874.35626
2080.73617385,350851.085349
2080.75660551,349159.639061
2080.77703736,346931.753847
2080.79746911,343050.722919
2080.81790096,340043.074921
2080.83833261,337234.18773
2080.85876437,335883.841922
2080.87919622,335482.731096
2080.89962787,336558.053005
2080.92005962,338659.177951
2080.94049147,342732.21764
2080.96092312,347367.217023
2080.98135487,351067.141207
2081.00178672,351978.141444
2081.02221847,352249.330602
2081.04265012,352029.647218
2081.06308197,351186.242847
2081.08351371,349034.18885
2081.10394536,346871.365441
2081.12437721,345278.650551
2081.14480896,343254.051963
2081.16524061,339612.687129
2081.18567245,335880.558402
2081.2061042,331407.037686
2081.22653605,327494.022568
2081.2469677,324835.912441
2081.26739944,321941.839801
2081.28783129,318620.252427
2081.30826293,315686.368061
2081.32869468,312363.504061
2081.34912653,307795.635664
2081.36955817,300920.324198
2081.38998992,292389.088876
2081.41042166,285144.540549
2081.43085341,280413.670485
2081.45128515,275927.056481
2081.47171689,270533.274669
2081.49214864,262592.584852
2081.51258038,256853.714478
2081.53301213,255711.844396
2081.55344387,258817.436393
2081.57387561,263718.353119
2081.59430745,264900.137766
2081.6147391,265666.964859
2081.63517094,268298.910548
2081.65560268,270785.361562
2081.67603432,270168.539948
2081.69646616,267600.198197
2081.71689791,263774.352554
2081.73732955,258545.286166
2081.75776139,253985.955854
2081.77819313,250359.015361
2081.79862477,
2081.81905661,244002.464429
2081.83948835,238979.181133
2081.85992009,232287.219104
2081.88035183,223983.164607
2081.90078357,213967.220483
2081.92121531,205008.172102
2081.94164705,198881.633441
2081.96207878,194788.12283
2081.98251052,192690.589205
2082.00294226,192917.78977
2082.023374,196174.701699
2082.04380584,198589.680658
2082.06423757,201803.347297
2082.08466921,204515.890457
2082.10510105,208266.812169
2082.12553268,212342.524946
2082.14596442,216292.727492
2082.16639626,219100.528554
2082.18682789,219156.333064
2082.20725963,216474.510024
2082.22769147,209222.748993
2082.2481231,201123.592795
2082.26855484,194905.239126
2082.28898667,189332.185571
2082.30941831,187907.554256
2082.32985004,189317.174556
