,EPIC317
2063.90071841,86795.8809844
2063.92115064,86669.0157858
2063.94158278,86592.7059143
2063.96201481,86530.3862191
2063.98244704,86417.0304812
2064.00287917,86359.339374
2064.02331121,86328.4903452
2064.04374344,86273.1120209
2064.06417557,86309.5041023
2064.0846076,86236.2432099
2064.10503983,86152.6859564
2064.12547196,86062.4190625
2064.14590399,
2064.16633621,-21142.0935279
2064.18676834,-7695.34710297
2064.20720037,-17768.9692025
2064.2276326,-14542.8459099
2064.24806472,-1664.25967202
2064.26849675,-19148.5564369
2064.28892898,-15436.1159604
2064.3093611,-19706.1171434
2064.32979333,-15636.4901665
2064.35022535,-14136.9649008
2064.37065748,-19474.6308974
2064.3910897,-14003.5822574
2064.41152172,-11993.7055382
2064.43195385,1644.31680402
2064.45238607,-16612.7918213
2064.47281819,10890.3415913
2064.49325021,-20223.4037168
2064.51368243,51584.6478417
2064.53411455,82839.8707439
2064.55454657,85661.2614628
2064.57497879,85655.3069049
2064.59541091,85692.2980125
2064.61584293,85804.8353848
2064.63627515,85981.8304376
2064.65670727,86031.8579517
2064.67713936,
2064.69757145,
2064.71800354,
2064.73843564,86425.1286143
2064.75886785,86491.8188661
2064.77929987,86573.8142091
2064.79973208,86647.4277717
2064.8201642,86672.8438728
2064.84059631,86709.7082196
2064.86102842,86636.4555493
2064.88146054,86662.2451051
2064.90189265,86716.2271751
2064.92232476,86785.3433857
2064.94275688,86752.2666711
2064.96318899,86665.2527857
2064.9836212,86611.8864539
2065.00405321,86612.0908323
2065.02448532,86530.8414536
2065.04491753,86477.3550573
2065.06534954,86516.8140729
2065.08578165,86487.6129138
2065.10621386,86509.7453128
2065.12664586,86590.8600353
2065.14707797,86716.0225475
2065.16751018,86749.5483595
2065.18794219,86792.943205
2065.20837439,86836.7165336
2065.2288065,86996.9655207
2065.2492385,87007.5374039
2065.26967071,87056.9086073
2065.29010281,87068.8397676
2065.31053492,87131.955619
2065.33096702,87207.8206784
2065.35139912,87251.8921759
2065.37183123,87388.3720433
2065.39226333,87742.0852555
2065.41269543,88059.8815186
2065.43312753,87878.7090687
2065.45355964,87773.0494561
2065.47399174,87646.620688
2065.49442374,87602.5831814
2065.51485594,87609.0719715
2065.53528804,87534.2956671
2065.55572003,87443.9358267
2065.57615223,87366.1184619
2065.59658433,87390.4555428
2065.61701633,87401.6102131
2065.63744853,87494.409361
2065.65788062,87498.9263355
2065.67831282,87454.1691523
2065.69874482,87412.616621
2065.71917691,87393.6482663
2065.73960911,87354.9679407
2065.7600411,87422.3535664
2065.7804732,87424.6769173
2065.80090539,87461.6925094
2065.82133748,87489.9323795
2065.84176948,87553.1837956
2065.86220167,87602.2815142
2065.88263376,87609.6239095
2065.90306575,87611.6420519
2065.92349795,87610.1310793
2065.94393004,87624.5135332
2065.96436203,87643.1738509
2065.98479422,87669.615578
2066.00522631,87677.7079541
2066.0256583,87696.4258108
2066.04609049,87738.962634
2066.06652257,87659.3227389
2066.08695476,87506.2005513
2066.10738675,
2066.12781884,87292.9252352
2066.14825092,87258.3923896
2066.16868301,87276.2237189
2066.1891151,87352.789469
2066.20954718,87447.2980991
2066.22997927,87445.0847827
2066.25041135,87450.5617293
2066.27084344,87456.5024612
2066.29127552,87433.2558528
2066.3117076,87434.3593947
2066.33213979,87447.9621624
2066.35257177,87504.8137999
2066.37300385,87536.6582906
2066.39343603,87566.4387069
2066.41386801,87639.6622867
2066.43430009,87679.4324444
2066.45473228,87713.6240075
2066.47516426,87752.5039834
2066.49559634,87704.8137233
2066.51602851,87649.42047
2066.53646049,87627.6090039
2066.55689267,87610.2842281
2066.57732475,87582.4992905
2066.59775673,87560.1582209
2066.6181889,87654.3487203
2066.63862098,87666.1601894
2066.65905306,87632.0781915
2066.67948513,87655.4653745
2066.69991721,87630.1384718
2066.72034928,87567.941465
2066.74078136,87519.0829637
2066.76121343,87520.1234365
2066.78164551,87488.4472222
2066.80207768,87455.4669181
2066.82250965,87432.298278
2066.84294172,87471.7583086
2066.8633738,87390.2791215
2066.88380587,87328.3990925
2066.90423794,87221.9373381
2066.92467011,87181.5439357
2066.94510208,87197.8457213
2066.96553405,87209.0218772
2066.98596622,87201.3932594
2067.00639829,87207.9978816
2067.02683046,87301.7790011
2067.04726243,87420.3003021
2067.06769449,87421.2577806
2067.08812666,87419.7371078
2067.10855863,87418.554231
2067.1289907,87546.796506
2067.14942286,87703.2755194
2067.16985493,87836.8628964
2067.19028689,87919.2500213
2067.21071906,88039.0199474
2067.23115112,88188.8637531
2067.25158309,88359.8074424
2067.27201525,88570.1260236
2067.29244731,88771.1579306
2067.31287928,88887.6932383
2067.33331144,88895.4314805
2067.3537435,88870.3000264
2067.37417546,88896.235833
2067.39460762,88882.8699423
2067.41503969,88829.2696864
2067.43547165,88838.6972211
2067.45590381,88798.692079
2067.47633587,88766.9256447
2067.49676802,88793.1068641
2067.51719998,88816.6391091
2067.53763204,88814.9796273
2067.5580642,88849.1239325
2067.57849616,88845.6897614
2067.59892821,88849.271681
2067.61936027,88805.6483023
2067.63979243,88858.7376571
2067.66022438,88748.5864678
2067.68065644,88710.0815786
2067.70108849,88682.3424619
2067.72152055,88654.6259981
2067.7419527,88635.3712743
2067.76238466,88621.6579945
2067.78281671,88566.6351177
2067.80324886,88488.1739853
2067.82368082,88498.6275631
2067.84411287,88525.1975836
2067.86454502,88535.9632677
2067.88497697,88517.2362522
2067.90540912,88595.4118246
2067.92584117,88551.2887157
2067.94627312,88540.93123
2067.96670527,88579.6722952
2067.98713732,88562.5720725
2068.00756937,88641.6255183
2068.02800142,88805.9946924
2068.04843347,88726.443919
2068.06886552,
2068.08929756,71158.5815842
2068.10972961,88630.5963506
2068.13016166,88654.3694946
2068.1505938,88645.2719412
2068.17102575,88632.2983641
2068.19145779,88608.0448088
2068.21188994,88643.7600701
2068.23232188,88632.6231427
2068.25275393,88689.5437711
2068.27318607,88663.2815795
2068.29361802,88593.1221593
2068.31405006,88556.7696258
2068.3344822,88485.8611698
2068.35491414,88471.4201893
2068.37534628,88496.1939842
2068.39577823,88523.8372128
2068.41621027,88499.9624551
2068.43664241,88481.6297034
2068.45707435,88425.399733
2068.47750639,88366.2563404
2068.49793853,88407.9897337
2068.51837046,88352.3568144
2068.5388025,88250.6508882
2068.55923464,88256.9374032
2068.57966668,88269.3619284
2068.60009862,88178.621357
2068.62053075,88065.6212287
2068.64096279,87997.9312804
2068.66139473,87970.4628132
2068.68182686,87923.0261815
2068.7022589,87845.4690804
2068.72269083,87811.9129089
2068.74312296,87823.2744651
2068.763555,87766.5204464
2068.78398713,87795.3189713
2068.80441907,87787.6509331
2068.8248511,87844.8056312
2068.84528323,87908.7265835
2068.86571516,87742.8461535
2068.88614719,87665.1593288
2068.90657933,87651.1504523
2068.92701126,87673.3103378
2068.94744329,87756.495624
2068.96787542,87632.9913231
2068.98830745,87482.7731832
2069.00873938,87393.961109
2069.0291715,87313.5943833
2069.04960353,87221.076199
2069.07003546,87103.418869
2069.09046759,87030.21754
2069.11089952,87033.231188
2069.13133154,87061.449379
2069.15176367,87027.7682165
2069.17219569,86986.3723762
2069.19262762,86887.8289303
2069.21305975,86821.2681623
2069.23349167,86753.7761541
2069.25392379,86694.1358364
2069.27435582,86638.7607681
2069.29478774,86702.2439434
2069.31521986,86568.3355371
2069.33565189,86564.1919645
2069.35608381,86640.0106535
2069.37651593,86664.0359785
2069.39694795,86527.8193851
2069.41737997,86525.1911372
2069.437812,86528.6223922
2069.45824402,86479.7887573
2069.47867604,86412.0080434
2069.49910806,86396.6357598
2069.51954007,86364.400154
2069.53997209,86310.4195255
2069.56040421,86312.9629215
2069.58083613,86256.9799821
2069.60126815,86224.0293458
2069.62170027,86105.8202157
2069.64213218,85994.7220021
2069.6625643,86002.1217251
2069.68299631,85989.0925832
2069.70342823,86024.2218601
2069.72386035,85964.0436368
2069.74429236,86036.3391036
2069.76472427,86113.3766169
2069.78515639,86170.1845432
2069.8055884,86251.2218369
2069.82602032,86279.8315406
2069.84645243,86334.2425795
2069.86688434,86403.0982982
2069.88731645,86353.2538664
2069.90774846,86350.2112128
2069.92818048,86405.0806089
2069.94861239,86430.8449438
2069.9690445,86443.5499639
2069.98947651,86493.9252019
2070.00990842,86608.2465706
2070.03034053,
2070.05077254,86575.1040513
2070.07120464,86704.2934694
2070.09163655,86711.0799241
2070.11206856,86724.968257
2070.13250067,86673.8636325
2070.15293257,86632.5200863
2070.17336458,86589.6595759
2070.19379669,86562.8450693
2070.21422859,86613.0566031
2070.2346606,86547.8243004
2070.2550927,86538.298871
2070.27552461,86442.9513774
2070.29595661,86373.4868945
2070.31638872,86336.4492505
2070.33682062,86393.6141325
2070.35725262,86441.9130392
2070.37768473,86547.7597173
2070.39811673,86552.6216176
2070.41854863,86417.0356378
2070.43898073,86376.1637646
2070.45941273,86311.2842312
2070.47984463,86295.8291598
2070.50027673,86317.217792
2070.52070873,86332.6771492
2070.54114083,86311.7941986
2070.56157273,86285.8098232
2070.58200463,86335.2219591
2070.60243673,86324.2153169
2070.62286873,86327.7596005
2070.64330063,86392.077646
2070.66373272,86442.1865414
2070.68416472,86361.4781809
2070.70459662,86398.026462
2070.72502871,86511.7787196
2070.74546071,86466.6446761
2070.7658927,86593.0208324
2070.7863247,86617.288863
2070.80675669,86581.778902
2070.82718869,86352.3638066
2070.84762068,86417.3664295
2070.86805267,86369.3974377
2070.88848467,86291.5575668
2070.90891676,86294.3923374
2070.92934865,86238.5445302
2070.94978074,86270.1883252
2070.97021274,86321.5282336
2070.99064463,86450.123017
2071.01107672,86524.597111
2071.03150871,86464.785143
2071.0519406,86405.7605761
2071.07237269,86366.9947958
2071.09280468,86205.6403246
2071.11323657,86170.8033204
2071.13366865,86076.7832491
2071.15410064,86006.0265615
2071.17453253,86065.7332697
2071.19496462,86194.4573968
2071.2153966,86302.5501802
2071.23582859,86309.3195576
2071.25626058,86244.3987706
2071.27669256,86199.516156
2071.29712455,86197.2376536
2071.31755653,86235.0040512
2071.33798852,86250.3479793
2071.3584205,86167.133946
2071.37885249,85868.6094952
2071.39928447,85858.127191
2071.41971655,85891.3906012
2071.44014844,85938.3265753
2071.46058042,86062.9549876
2071.4810125,86340.3247333
2071.50144438,86435.8419139
2071.52187636,86531.7346214
2071.54230844,86593.325083
2071.56274032,86467.631024
2071.5831723,86380.5200062
2071.60360438,86392.4477662
2071.62403626,86201.7492164
2071.64446824,85924.5120912
2071.66490032,85845.4789394
2071.6853322,85933.3735141
2071.70576418,85958.9881084
2071.72619625,86013.0052693
2071.74662823,86044.4671514
2071.76706021,86197.2566347
2071.78749218,86292.8885985
2071.80792416,86337.8824334
2071.82835613,86468.3292193
2071.84878811,86689.5768193
2071.86922008,86978.1251372
2071.88965216,86997.2547416
2071.91008403,87085.9624922
2071.93051601,87144.2719403
2071.95094808,87212.0555067
2071.97137995,87192.4201457
2071.99181192,
2072.012244,87176.9682269
2072.03267587,87257.5429258
2072.05310784,87253.7519751
2072.07353981,87276.1872776
2072.09397178,87228.7303521
2072.11440375,87268.6918468
2072.13483572,87261.8524013
2072.15526769,87334.6018225
2072.17569966,87404.8334893
2072.19613163,87447.1251298
2072.2165636,87565.7731661
2072.23699567,87626.8155498
2072.25742763,87701.758498
2072.2778595,87738.4596722
2072.29829157,87740.9581366
2072.31872353,87692.5866055
2072.3391554,87625.9484471
2072.35958747,87583.8584103
2072.38001943,87516.9483953
2072.4004513,87558.4937812
2072.42088336,87594.0144332
2072.44131532,87616.1337596
2072.46174719,87665.173623
2072.48217925,87679.8559121
2072.50261121,87661.5110041
2072.52304308,87670.4113677
2072.54347514,87679.5773086
2072.5639071,87766.814397
2072.58433906,87829.6256883
2072.60477103,87819.1574229
2072.62520299,87781.8139851
2072.64563505,87811.2631157
2072.66606691,87848.0342314
2072.68649887,87881.3969785
2072.70693093,87961.6666754
2072.72736288,88062.4930919
2072.74779474,88080.9968196
2072.7682268,88071.2662013
2072.78865876,88135.5273344
2072.80909062,88168.4511228
2072.82952267,88215.7247318
2072.84995453,88223.701939
2072.87038649,88202.0195571
2072.89081854,88190.1722448
2072.9112504,88185.5344611
2072.93168236,88219.9078052
2072.95211441,88170.6947566
2072.97254626,88173.4000227
2072.99297822,88117.4358373
2073.01341027,88072.2071384
2073.03384213,88171.7815929
2073.05427418,88195.2633525
2073.07470613,88167.4037668
2073.09513808,88160.7466216
2073.11557004,88087.4312741
2073.13600199,88077.1780563
2073.15643394,88084.9542575
2073.17686589,88084.5375606
2073.19729784,88065.5652368
2073.21772979,88132.2900337
2073.23816184,88167.4856968
2073.25859369,88188.5389721
2073.27902564,88237.7109862
2073.29945769,88256.2807106
2073.31988954,88218.2754786
2073.34032149,88163.9115884
2073.36075353,88141.6225996
2073.38118538,88129.2293861
2073.40161733,88156.4062708
2073.42204927,88239.0510736
2073.44248122,88427.3920626
2073.46291327,88449.5786169
2073.48334511,88345.0981388
2073.50377706,88262.8503886
2073.5242091,88279.9131853
2073.54464095,88297.425099
2073.56507289,88264.9986964
2073.58550493,88445.1711094
2073.60593688,88657.8894611
2073.62636872,88496.1076757
2073.64680076,88403.3614978
2073.6672327,88360.902959
2073.68766455,88333.8027462
2073.70809659,88351.3313476
2073.72852853,88235.431746
2073.74896037,88129.5737925
2073.76939241,88047.9216734
2073.78982435,87967.8349269
2073.81025619,87914.9067428
2073.83068823,87860.23324
2073.85112017,87818.8429837
2073.87155221,87789.2003845
2073.89198405,87715.956781
2073.91241598,87658.5391589
2073.93284802,87641.549646
2073.95327986,
2073.97371179,87502.7844137
2073.99414383,87551.7011485
2074.01457567,87469.94186
2074.0350076,87400.5024629
2074.05543964,87398.7594124
2074.07587157,87377.9019666
2074.09630341,87364.9174846
2074.11673544,87461.2972385
2074.13716728,87564.9503684
2074.15759921,87528.8864715
2074.17803124,87444.2566203
2074.19846308,87372.9568591
2074.21889501,87416.2323858
2074.23932704,87290.7167485
2074.25975887,87128.1782167
2074.2801908,87147.067944
2074.30062284,87114.8940219
2074.32105467,87196.0459439
2074.3414867,87205.9530126
2074.36191863,87120.0521939
2074.38235046,87094.8972204
2074.40278248,87149.372155
2074.42321441,87161.106336
2074.44364634,87041.4118974
2074.46407827,86952.2095396
2074.4845102,86909.7468794
2074.50494213,86839.7548555
2074.52537405,86838.8394951
2074.54580598,86729.2643656
2074.56623791,86812.821843
2074.58666993,86865.4871467
2074.60710176,86915.0922404
2074.62753368,86865.8455469
2074.64796571,86833.7368682
2074.66839753,86858.272837
2074.68882946,86821.5051549
2074.70926148,86802.423587
2074.72969331,86739.3859586
2074.75012533,86742.3908982
2074.77055725,86805.555299
2074.79098907,86905.0286761
2074.8114211,86887.7382596
2074.83185302,86794.3053203
2074.85228484,86722.9196042
2074.87271686,86696.1233664
2074.89314868,86894.0221132
2074.9135806,87004.4650253
2074.93401262,86921.3608044
2074.95444444,86815.7311185
2074.97487636,86671.4426618
2074.99530838,86718.3244675
2075.0157403,86703.1085725
2075.03617212,86806.5631947
2075.05660414,87007.7148756
2075.07703605,87119.7054323
2075.09746787,87267.1716205
2075.11789989,87233.3198712
2075.1383318,87131.4819981
2075.15876382,87072.7583232
2075.17919564,86932.2112506
2075.19962755,86809.0042389
2075.22005957,86605.2999274
2075.24049138,86614.4992453
2075.2609233,86570.2169066
2075.28135531,86528.0336614
2075.30178712,86641.6484382
2075.32221904,86633.4600057
2075.34265105,86712.0296188
2075.36308286,86853.5903566
2075.38351478,86743.6389178
2075.40394679,86561.4361855
2075.4243787,86478.8949369
2075.44481051,86533.0204163
2075.46524252,86751.8270447
2075.48567443,86996.6965919
2075.50610624,87046.9772068
2075.52653825,86823.2755834
2075.54697016,86647.3078083
2075.56740207,86616.2668148
2075.58783398,86610.5056942
2075.60826589,86637.1715047
2075.6286978,86633.639453
2075.64912971,86607.3947802
2075.66956151,86678.56192
2075.68999352,86797.2973005
2075.71042543,86843.5315901
2075.73085724,86790.6900019
2075.75128924,86956.2290421
2075.77172115,87086.0700957
2075.79215295,86988.4507087
2075.81258496,86905.7801568
2075.83301686,86972.6348895
2075.85344877,86993.0864502
2075.87388067,86903.1053884
2075.89431258,86811.6508872
2075.91474448,
2075.93517638,86496.3898316
2075.95560828,86531.551636
2075.97604029,86637.4966742
2075.99647219,86718.4297954
2076.01690399,86821.2658667
2076.03733599,86995.9895169
2076.05776789,87049.2331569
2076.07819969,87043.9544857
2076.09863169,87121.8340732
2076.11906359,87089.7398866
2076.13949539,87021.7537073
2076.15992739,86969.1851368
2076.18035929,86864.5987073
2076.20079109,87003.9354624
2076.22122309,87171.7398328
2076.24165499,87134.9552083
2076.26208689,87193.6492093
2076.28251878,87135.0816351
2076.30295068,87088.2521279
2076.32338258,87345.320125
2076.34381447,87513.0741633
2076.36424637,87624.3777453
2076.38467826,87803.0807252
2076.40511016,87745.4877423
2076.42554205,87363.2375817
2076.44597395,86886.2178641
2076.46640584,86847.9967572
2076.48683774,87080.2447296
2076.50726973,86974.1479013
2076.52770152,86836.6131723
2076.54813342,87027.9376058
2076.56856541,87287.9154436
2076.5889972,87453.3857686
2076.60942909,87536.0182004
2076.62986109,87325.5457838
2076.65029288,87117.4989068
2076.67072477,86852.5619494
2076.69115676,86268.145801
2076.71158855,85552.242617
2076.73202044,84682.8466025
2076.75245243,84139.1127814
2076.77288422,82974.1533173
2076.79331621,82188.4477427
2076.81374809,81941.36045
2076.83417998,81788.7041636
2076.85461187,81397.4905064
2076.87504376,81216.5807137
2076.89547565,81252.3924662
2076.91590763,81531.9376566
2076.93633942,81778.5900021
2076.95677131,82114.2258624
2076.97720329,82058.9569867
2076.99763508,81914.4601202
2077.01806696,81615.1463371
2077.03849885,81356.7432919
2077.05893073,80807.8987158
2077.07936262,80315.2052311
2077.0997945,79567.1895932
2077.12022638,78816.0154648
2077.14065817,78219.3820793
2077.16109015,78305.3785807
2077.18152203,78512.0095412
2077.20195401,78439.6684818
2077.2223858,78318.9120852
2077.24281768,78487.9986261
2077.26324966,78880.7824636
2077.28368144,79326.6539318
2077.30411332,79725.3401797
2077.3245453,79987.8209839
2077.34497718,80317.6191063
2077.36540896,80659.6481362
2077.38584094,80801.2363742
2077.40627282,81184.3333112
2077.4267046,81561.1525533
2077.44713657,81606.6496388
2077.46756845,81687.682635
2077.48800023,81816.9423239
2077.50843221,81866.9881713
2077.52886408,81385.2396099
2077.54929586,80858.2168404
2077.56972784,80268.0626077
2077.59015971,79660.9652807
2077.61059169,79065.2872157
2077.63102346,78837.063188
2077.65145534,78817.0110936
2077.67188731,79141.9089182
2077.69231909,79633.2729746
2077.71275096,80097.2166299
2077.73318294,80355.2533465
2077.75361471,80707.8503189
2077.77404658,81398.6840392
2077.79447846,82161.5749536
2077.81491043,82922.8854802
2077.8353422,83634.23576
2077.85577417,84380.7591634
2077.87620594,
2077.89663781,82550.3926515
2077.91706978,85927.0723673
2077.93750155,86133.4051956
2077.95793352,86048.7563524
2077.97836539,86249.3482176
2077.99879716,86632.7591895
2078.01922913,87134.7759515
2078.039661,87464.3424237
2078.06009277,87692.7685391
2078.08052474,87748.3392221
2078.10095661,87788.9127651
2078.12138837,87835.4692791
2078.14182034,87798.6027003
2078.16225221,87738.0806761
2078.18268407,87624.4136262
2078.20311594,87662.0220551
2078.22354781,87647.190063
2078.24397967,87624.9204268
2078.26441154,87629.9257864
2078.2848434,87768.0254728
2078.30527527,87799.6976847
2078.32570723,87755.9020985
2078.346139,87847.5338463
2078.36657096,87806.9557095
2078.38700282,87716.6672732
2078.40743459,87866.9628946
2078.42786655,87858.7205697
2078.44829841,88107.6463623
2078.46873017,88015.9435616
2078.48916213,87991.2901517
2078.5095939,87926.7455163
2078.53002576,87778.3858593
2078.55045772,87706.9327578
2078.57088948,87657.0529847
2078.59132134,87470.1329822
2078.6117533,87176.6351257
2078.63218506,87337.8591655
2078.65261692,87364.0600018
2078.67304887,87357.9130005
2078.69348073,87318.6903297
2078.71391249,87407.9384697
2078.73434445,87552.8601761
2078.75477631,87863.6880367
2078.77520816,87732.7524495
2078.79564002,87791.2353123
2078.81607188,87885.4067763
2078.83650383,87969.0749932
2078.85693559,88143.1165204
2078.87736745,88368.5868684
2078.8977994,88425.886615
2078.91823116,88360.3652742
2078.93866301,88470.601478
2078.95909497,88420.2014486
2078.97952672,88611.6330344
2078.99995857,88668.8548004
2079.02039053,88638.6791652
2079.04082228,88495.5380292
2079.06125413,88388.6975717
2079.08168609,88483.5065287
2079.10211784,88496.3645725
2079.12254969,88537.9066069
2079.14298164,88532.3488233
2079.16341349,88555.8260488
2079.18384534,88499.5705027
2079.20427719,88464.1807283
2079.22470904,88503.3944062
2079.24514089,88548.2676305
2079.26557274,88503.8875577
2079.28600449,88477.8676769
2079.30643644,88510.6226831
2079.32686829,88544.1931085
2079.34730004,88529.7863295
2079.36773199,88786.4819911
2079.38816384,88935.1042493
2079.40859558,88995.3937776
2079.42902753,89046.2598144
2079.44945938,88835.8589094
2079.46989112,88666.9393765
2079.49032307,88511.3455613
2079.51075492,88369.5584565
2079.53118676,88223.140363
2079.55161861,88101.7599999
2079.57205045,87926.7343235
2079.5924824,87786.1336037
2079.61291414,87580.3258943
2079.63334598,87389.954156
2079.65377793,87383.1232659
2079.67420977,87276.4724629
2079.69464152,87299.6604219
2079.71507346,87176.4026121
2079.7355053,87148.1783015
2079.75593704,87080.1385446
2079.77636898,86843.5040965
2079.79680083,86785.7543596
2079.81723257,86673.2185333
2079.83766451,
2079.85809635,86329.9996896
2079.87852809,86236.7058752
2079.89896003,86325.0105349
2079.91939187,86229.2246275
2079.93982361,86123.9706475
2079.96025555,86051.6797018
2079.98068739,85964.0875295
2080.00111923,85946.5871423
2080.02155106,85950.8814165
2080.0419829,86054.2910937
2080.06241474,86150.76267
2080.08284658,86186.3812585
2080.10327841,86190.0155394
2080.12371025,85838.5388324
2080.14414209,85768.6041925
2080.16457392,85647.7993948
2080.18500586,85731.6851334
2080.20543759,85793.8191834
2080.22586943,85633.329087
2080.24630136,85500.3273554
2080.2667331,85356.1558549
2080.28716493,85284.5168813
2080.30759687,85360.5694799
2080.3280286,85346.3363299
2080.34846043,85215.223509
2080.36889237,85146.8656732
2080.3893241,85188.6952026
2080.40975603,85117.3496571
2080.43018786,85006.5128374
2080.4506196,84950.8327532
2080.47105153,84897.9953062
2080.49148336,84906.9133237
2080.51191519,84907.8490625
2080.53234702,84815.6259932
2080.55277885,84767.2108429
2080.57321068,84706.6340207
2080.59364251,84713.6742541
2080.61407434,84830.0734389
2080.63450617,84824.1108126
2080.6549381,84842.2842461
2080.67536983,84872.4748433
2080.69580166,85443.8055821
2080.71623348,85057.7835074
2080.73666531,85020.0377599
2080.75709704,85081.7607768
2080.77752897,85107.1027394
2080.79796079,85177.3677416
2080.81839272,85201.8515348
2080.83882444,85185.2677526
2080.85925627,85228.884409
2080.8796882,85300.7866192
2080.90011992,85465.9053654
2080.92055175,85565.959336
